,test_acc,test_teacher/acc,test_loss,test_eval,train_acc,train_teacher/acc,train_loss,train_eval,epoch,lr,resume,epochs,pre,train_batch_size,test_batch_size,student,teacher,distillation,last_layer,student_layer,teacher_layer,layer,transform,dataset,exp_name
220,25.13,93.94,0.1596274762591229,8.436260271675978,10.03,10.038,0.0003628501483751937,35.438571768953366,50,0.001,False,50,50,128,128,ResNet18,ResNet101,att_max,"KD,T-8",10,26,0,"noise,0.6000000000000001","cifar10,",noise/0.6000000000000001
221,29.33,93.94,0.1424585954297947,6.191662927217122,10.038,10.06,0.00039956743205639075,35.401057514083355,50,0.001,False,50,50,128,128,ResNet18,ResNet101,att_max,"KD,T-8",23,56,1,"noise,0.6000000000000001","cifar10,",noise/0.6000000000000001
222,29.44,93.94,0.1451281037511705,6.495536031602304,10.034,10.052,0.0004055034777130503,35.41690389823426,50,0.001,False,50,50,128,128,ResNet18,ResNet101,att_max,"KD,T-8",35,219,2,"noise,0.6000000000000001","cifar10,",noise/0.6000000000000001
223,40.6,93.94,0.12992006398831743,4.713310323184049,10.032,10.044,0.0007731762508947469,35.451152786879284,50,0.001,False,50,50,128,128,ResNet18,ResNet101,att_max,"KD,T-8",46,239,3,"noise,0.6000000000000001","cifar10,",noise/0.6000000000000001
224,27.27,93.94,0.1394470919725261,6.281603595878504,10.014,10.044,0.0003770308807933503,35.42463598714765,50,0.001,False,50,50,128,128,ResNet18,ResNet101,att_mean,"KD,T-8",10,26,0,"noise,0.6000000000000001","cifar10,",noise/0.6000000000000001
225,23.85,93.94,0.1549223269088359,9.176955494699598,10.036,10.058,0.0004026252665328305,35.42350468550192,50,0.001,False,50,50,128,128,ResNet18,ResNet101,att_mean,"KD,T-8",23,56,1,"noise,0.6000000000000001","cifar10,",noise/0.6000000000000001
226,24.82,93.94,0.15494439326509646,8.6628606772121,10.026,10.058,0.0004362664550937036,35.3871658012995,50,0.001,False,50,50,128,128,ResNet18,ResNet101,att_mean,"KD,T-8",35,219,2,"noise,0.6000000000000001","cifar10,",noise/0.6000000000000001
227,36.98,93.94,0.1616108575953713,5.418938606600218,10.026,10.048,0.0013156965692930132,35.46318615671924,50,0.001,False,50,50,128,128,ResNet18,ResNet101,att_mean,"KD,T-8",46,239,3,"noise,0.6000000000000001","cifar10,",noise/0.6000000000000001
228,32.18,93.94,40.27421632597718,6.3266825675964355,10.04,10.044,21.670094360780837,35.450019938866504,50,0.001,False,50,50,128,128,ResNet18,ResNet101,hint,"KD,T-8",10,26,0,"noise,0.6000000000000001","cifar10,",noise/0.6000000000000001
229,50.42,93.94,226.6821105570733,3.598694095128699,10.046,10.066,41.9593979525749,35.480434105524324,50,0.001,False,50,50,128,128,ResNet18,ResNet101,hint,"KD,T-8",23,56,1,"noise,0.6000000000000001","cifar10,",noise/0.6000000000000001
230,53.08,93.94,49562.05833879302,3.2985924406896663,10.022,10.042,64.98604903745529,35.51017240246239,50,0.001,False,50,50,128,128,ResNet18,ResNet101,hint,"KD,T-8",35,219,2,"noise,0.6000000000000001","cifar10,",noise/0.6000000000000001
231,35.97,93.94,31542.72425239901,7.131420551976071,10.03,10.042,0.20589582770681747,35.48018902342033,50,0.001,False,50,50,128,128,ResNet18,ResNet101,hint,"KD,T-8",46,239,3,"noise,0.6000000000000001","cifar10,",noise/0.6000000000000001
232,22.44,93.94,0.176390038449553,8.82589505593988,10.032,10.068,0.0032666639997707228,35.421503227994876,50,0.001,False,50,50,128,128,ResNet18,ResNet101,nst_linear,"KD,T-8",10,26,0,"noise,0.6000000000000001","cifar10,",noise/0.6000000000000001
233,23.22,93.94,0.18080530872073355,8.774976917459995,10.022,10.046,0.0026223472732802866,35.47748765677137,50,0.001,False,50,50,128,128,ResNet18,ResNet101,nst_linear,"KD,T-8",23,56,1,"noise,0.6000000000000001","cifar10,",noise/0.6000000000000001
234,42.46,93.94,0.12633494881889487,3.906506330152101,10.03,10.042,0.0008547724751026734,35.45000630449456,50,0.001,False,50,50,128,128,ResNet18,ResNet101,nst_linear,"KD,T-8",35,219,2,"noise,0.6000000000000001","cifar10,",noise/0.6000000000000001
235,40.1,93.94,0.14600766478460045,4.752871214588986,10.03,10.046,0.0016780127628284798,35.46282679955368,50,0.001,False,50,50,128,128,ResNet18,ResNet101,nst_linear,"KD,T-8",46,239,3,"noise,0.6000000000000001","cifar10,",noise/0.6000000000000001
236,17.47,93.94,0.17659190448024606,10.550799212878264,10.024,10.076,0.00038611004519832496,35.401036552760914,50,0.001,False,50,50,128,128,ResNet18,ResNet101,PKT,"KD,T-8",10,26,0,"noise,0.6000000000000001","cifar10,",noise/0.6000000000000001
237,25.36,93.94,0.16137394591977325,8.97001152400729,10.042,10.054,0.000373795895059855,35.43378319215896,50,0.001,False,50,50,128,128,ResNet18,ResNet101,PKT,"KD,T-8",23,56,1,"noise,0.6000000000000001","cifar10,",noise/0.6000000000000001
238,22.48,93.94,0.1560822359368771,8.849457583849944,10.032,10.042,0.0003737942615608492,35.41621836006184,50,0.001,False,50,50,128,128,ResNet18,ResNet101,PKT,"KD,T-8",35,219,2,"noise,0.6000000000000001","cifar10,",noise/0.6000000000000001
239,25.41,93.94,0.14955592909945717,7.540125985688801,10.028,10.05,0.0003712631639880974,35.44938568446947,50,0.001,False,50,50,128,128,ResNet18,ResNet101,PKT,"KD,T-8",46,239,3,"noise,0.6000000000000001","cifar10,",noise/0.6000000000000001
240,10.91,93.94,0.24238570487197442,17.130810979046398,10.002,10.01,0.0004066170952931914,38.416238331124,50,0.001,False,50,50,128,128,MobileNet,ResNet101,att_max,"KD,T-8",6,26,0,"noise,0.7000000000000001","cifar10,",noise/0.7000000000000001
241,12.83,93.94,0.24192647390727756,17.377930460096916,10.01,10.018,0.0004346541641458697,38.413908468183045,50,0.001,False,50,50,128,128,MobileNet,ResNet101,att_max,"KD,T-8",15,56,1,"noise,0.7000000000000001","cifar10,",noise/0.7000000000000001
242,14.7,93.94,0.26569590689260747,19.19315260875074,10.002,10.014,0.00045619481679378435,38.43390739421405,50,0.001,False,50,50,128,128,MobileNet,ResNet101,att_max,"KD,T-8",26,219,2,"noise,0.7000000000000001","cifar10,",noise/0.7000000000000001
243,12.84,93.94,0.23268906168545347,14.667466912088514,10.0,10.01,0.00103643932975257,38.41893531233453,50,0.001,False,50,50,128,128,MobileNet,ResNet101,att_max,"KD,T-8",55,239,3,"noise,0.7000000000000001","cifar10,",noise/0.7000000000000001
244,11.6,93.94,0.21266707136661192,13.635810695117033,10.008,10.014,0.00040799773292546934,38.43290631423521,50,0.001,False,50,50,128,128,MobileNet,ResNet101,att_mean,"KD,T-8",6,26,0,"noise,0.7000000000000001","cifar10,",noise/0.7000000000000001
245,12.01,93.94,0.23155177186561537,15.502074012273475,10.002,10.01,0.0004717827156928065,38.44233667515123,50,0.001,False,50,50,128,128,MobileNet,ResNet101,att_mean,"KD,T-8",15,56,1,"noise,0.7000000000000001","cifar10,",noise/0.7000000000000001
246,13.21,93.94,0.2553410507455657,18.047521832623058,10.0,10.012,0.0005572967958794978,38.40661847438959,50,0.001,False,50,50,128,128,MobileNet,ResNet101,att_mean,"KD,T-8",26,219,2,"noise,0.7000000000000001","cifar10,",noise/0.7000000000000001
247,12.7,93.94,0.2913562553592875,16.23396569264086,10.006,10.01,0.0017667780261096137,38.4418777114595,50,0.001,False,50,50,128,128,MobileNet,ResNet101,att_mean,"KD,T-8",55,239,3,"noise,0.7000000000000001","cifar10,",noise/0.7000000000000001
248,10.79,93.94,158.7612036210072,12.722993609271471,10.002,10.02,111.74382536124695,38.38764213113224,50,0.001,False,50,50,128,128,MobileNet,ResNet101,hint,"KD,T-8",6,26,0,"noise,0.7000000000000001","cifar10,",noise/0.7000000000000001
249,10.44,93.94,662.0498981717267,15.338042633442939,10.002,10.006,129.74020198422014,38.45378189867415,50,0.001,False,50,50,128,128,MobileNet,ResNet101,hint,"KD,T-8",15,56,1,"noise,0.7000000000000001","cifar10,",noise/0.7000000000000001
250,10.33,93.94,50528.399296627766,18.1010448842109,10.004,10.01,149.2910170299013,38.449899541752416,50,0.001,False,50,50,128,128,MobileNet,ResNet101,hint,"KD,T-8",26,219,2,"noise,0.7000000000000001","cifar10,",noise/0.7000000000000001
251,11.45,93.94,31540.072283014466,10.10798296143737,10.0,10.008,0.31572890053014924,38.50338238279533,50,0.001,False,50,50,128,128,MobileNet,ResNet101,hint,"KD,T-8",55,239,3,"noise,0.7000000000000001","cifar10,",noise/0.7000000000000001
252,10.0,93.94,0.3516986570026301,23.78490489042258,10.0,10.028,0.013998067509049496,38.373719471494866,50,0.001,False,50,50,128,128,MobileNet,ResNet101,nst_linear,"KD,T-8",6,26,0,"noise,0.7000000000000001","cifar10,",noise/0.7000000000000001
253,10.66,93.94,0.30611304844482035,19.430093451391294,10.01,10.01,0.006255849931493897,38.424755964742594,50,0.001,False,50,50,128,128,MobileNet,ResNet101,nst_linear,"KD,T-8",15,56,1,"noise,0.7000000000000001","cifar10,",noise/0.7000000000000001
254,11.68,93.94,0.2545251395506195,16.85446635379067,10.008,10.012,0.0013461877613345071,38.46964354649224,50,0.001,False,50,50,128,128,MobileNet,ResNet101,nst_linear,"KD,T-8",26,219,2,"noise,0.7000000000000001","cifar10,",noise/0.7000000000000001
255,12.29,93.94,0.25152235374420506,13.903329873386818,10.004,10.016,0.0026353101485439806,38.45391864240017,50,0.001,False,50,50,128,128,MobileNet,ResNet101,nst_linear,"KD,T-8",55,239,3,"noise,0.7000000000000001","cifar10,",noise/0.7000000000000001
256,11.89,93.94,0.23849443563177616,16.62830293631252,10.006,10.014,0.0003979766490253503,38.40588278416782,50,0.001,False,50,50,128,128,MobileNet,ResNet101,PKT,"KD,T-8",6,26,0,"noise,0.7000000000000001","cifar10,",noise/0.7000000000000001
257,10.81,93.94,0.23148557091061073,15.452441638029075,10.008,10.02,0.0003927825398378722,38.403001448687384,50,0.001,False,50,50,128,128,MobileNet,ResNet101,PKT,"KD,T-8",15,56,1,"noise,0.7000000000000001","cifar10,",noise/0.7000000000000001
258,10.04,93.94,0.2563413177864461,19.366364008263698,10.0,10.014,0.0003959545559729771,38.421874385355686,50,0.001,False,50,50,128,128,MobileNet,ResNet101,PKT,"KD,T-8",26,219,2,"noise,0.7000000000000001","cifar10,",noise/0.7000000000000001
259,10.98,93.94,0.23333296198633652,15.792176717444312,10.012,10.02,0.0003923964059210199,38.43641094783383,50,0.001,False,50,50,128,128,MobileNet,ResNet101,PKT,"KD,T-8",55,239,3,"noise,0.7000000000000001","cifar10,",noise/0.7000000000000001
260,22.52,93.94,0.15625623170333572,6.564624713945992,10.006,10.018,0.0002503839535135514,38.46028028912556,50,0.001,False,50,50,128,128,ResNet18,ResNet101,att_max,"KD,T-8",10,26,0,"noise,0.7000000000000001","cifar10,",noise/0.7000000000000001
261,25.76,93.94,0.1494594655836685,5.960255115847044,10.008,10.014,0.0002767713212728491,38.45455919934051,50,0.001,False,50,50,128,128,ResNet18,ResNet101,att_max,"KD,T-8",23,56,1,"noise,0.7000000000000001","cifar10,",noise/0.7000000000000001
262,18.85,93.94,0.1659511514479601,8.635875846766218,10.01,10.02,0.0002773131219023491,38.461102107601704,50,0.001,False,50,50,128,128,ResNet18,ResNet101,att_max,"KD,T-8",35,219,2,"noise,0.7000000000000001","cifar10,",noise/0.7000000000000001
263,31.97,93.94,0.16016859815845005,6.062396942814694,10.01,10.01,0.0005913220874160109,38.46916080679735,50,0.001,False,50,50,128,128,ResNet18,ResNet101,att_max,"KD,T-8",46,239,3,"noise,0.7000000000000001","cifar10,",noise/0.7000000000000001
264,15.56,93.94,0.1801615736529797,11.518784704087656,10.004,10.01,0.00024677396741817177,38.490461139727735,50,0.001,False,50,50,128,128,ResNet18,ResNet101,att_mean,"KD,T-8",10,26,0,"noise,0.7000000000000001","cifar10,",noise/0.7000000000000001
265,23.5,93.94,0.15509884644158278,7.057388885111749,10.006,10.014,0.0002753073119965103,38.44658257955176,50,0.001,False,50,50,128,128,ResNet18,ResNet101,att_mean,"KD,T-8",23,56,1,"noise,0.7000000000000001","cifar10,",noise/0.7000000000000001
266,29.54,93.94,0.15609716143034683,6.247470354732079,10.004,10.016,0.00030760784064630365,38.47074807208517,50,0.001,False,50,50,128,128,ResNet18,ResNet101,att_mean,"KD,T-8",35,219,2,"noise,0.7000000000000001","cifar10,",noise/0.7000000000000001
267,32.69,93.94,0.16824229966990556,5.010525938830798,10.002,10.018,0.001023229695392101,38.50534258596123,50,0.001,False,50,50,128,128,ResNet18,ResNet101,att_mean,"KD,T-8",46,239,3,"noise,0.7000000000000001","cifar10,",noise/0.7000000000000001
268,25.97,93.94,50.42142626605457,8.40988373454613,10.006,10.014,23.29480686821901,38.52341734356892,50,0.001,False,50,50,128,128,ResNet18,ResNet101,hint,"KD,T-8",10,26,0,"noise,0.7000000000000001","cifar10,",noise/0.7000000000000001
269,38.74,93.94,261.6253156058396,4.884604740746414,10.016,10.022,41.733589904082706,38.51188232343825,50,0.001,False,50,50,128,128,ResNet18,ResNet101,hint,"KD,T-8",23,56,1,"noise,0.7000000000000001","cifar10,",noise/0.7000000000000001
270,44.98,93.94,49727.201255315464,3.501372195497344,10.006,10.018,60.56024101628062,38.56007109151777,50,0.001,False,50,50,128,128,ResNet18,ResNet101,hint,"KD,T-8",35,219,2,"noise,0.7000000000000001","cifar10,",noise/0.7000000000000001
271,28.67,93.94,31542.905737725996,6.602795371526404,10.018,10.024,0.1782150029221459,38.52568292251938,50,0.001,False,50,50,128,128,ResNet18,ResNet101,hint,"KD,T-8",46,239,3,"noise,0.7000000000000001","cifar10,",noise/0.7000000000000001
272,17.32,93.94,0.19185769671126257,8.504603947265238,10.01,10.018,0.0030691980085361874,38.456703771410695,50,0.001,False,50,50,128,128,ResNet18,ResNet101,nst_linear,"KD,T-8",10,26,0,"noise,0.7000000000000001","cifar10,",noise/0.7000000000000001
273,16.21,93.94,0.2092547967464109,9.842935646636576,10.002,10.006,0.0024406005166318565,38.50664625631269,50,0.001,False,50,50,128,128,ResNet18,ResNet101,nst_linear,"KD,T-8",23,56,1,"noise,0.7000000000000001","cifar10,",noise/0.7000000000000001
274,31.29,93.94,0.15214269127272353,5.003789747817607,10.01,10.014,0.0006617415935167915,38.48228610689988,50,0.001,False,50,50,128,128,ResNet18,ResNet101,nst_linear,"KD,T-8",35,219,2,"noise,0.7000000000000001","cifar10,",noise/0.7000000000000001
275,31.92,93.94,0.16725141262706322,6.263830685917335,10.006,10.016,0.0014818525555141062,38.52195070466727,50,0.001,False,50,50,128,128,ResNet18,ResNet101,nst_linear,"KD,T-8",46,239,3,"noise,0.7000000000000001","cifar10,",noise/0.7000000000000001
276,20.07,93.94,0.17121237610714346,9.550278899035876,10.01,10.018,0.0002517467520980979,38.45257048350771,50,0.001,False,50,50,128,128,ResNet18,ResNet101,PKT,"KD,T-8",10,26,0,"noise,0.7000000000000001","cifar10,",noise/0.7000000000000001
277,20.64,93.94,0.1627776200258279,8.025082256220564,10.006,10.01,0.0002558269896610018,38.45651344631029,50,0.001,False,50,50,128,128,ResNet18,ResNet101,PKT,"KD,T-8",23,56,1,"noise,0.7000000000000001","cifar10,",noise/0.7000000000000001
278,19.81,93.94,0.16661316345009622,8.646782422367531,10.014,10.004,0.00024762671899206486,38.44506651544205,50,0.001,False,50,50,128,128,ResNet18,ResNet101,PKT,"KD,T-8",35,219,2,"noise,0.7000000000000001","cifar10,",noise/0.7000000000000001
279,19.96,93.94,0.1673618581476091,9.058557866494867,10.01,10.018,0.0002529352866223349,38.420001144604306,50,0.001,False,50,50,128,128,ResNet18,ResNet101,PKT,"KD,T-8",46,239,3,"noise,0.7000000000000001","cifar10,",noise/0.7000000000000001
280,10.02,93.94,0.24558155540424056,18.26418245291408,10.004,10.01,0.0003517044075366343,39.62248553888267,50,0.001,False,50,50,128,128,MobileNet,ResNet101,att_max,"KD,T-8",6,26,0,"noise,0.8","cifar10,",noise/0.8
281,10.0,93.94,0.25514661794221855,18.26763142211528,10.004,10.006,0.000380809835689452,39.59282636520503,50,0.001,False,50,50,128,128,MobileNet,ResNet101,att_max,"KD,T-8",15,56,1,"noise,0.8","cifar10,",noise/0.8
282,10.02,93.94,0.2335993807904328,15.84818856927413,10.0,10.004,0.0003955485884283605,39.63232780905331,50,0.001,False,50,50,128,128,MobileNet,ResNet101,att_max,"KD,T-8",26,219,2,"noise,0.8","cifar10,",noise/0.8
283,10.22,93.94,0.2347534987368161,15.21826954129376,10.002,10.004,0.0008997424878418217,39.64891765428626,50,0.001,False,50,50,128,128,MobileNet,ResNet101,att_max,"KD,T-8",55,239,3,"noise,0.8","cifar10,",noise/0.8
284,10.03,93.94,0.2631006022042866,20.544633768781832,10.008,10.01,0.00035665011292596195,39.67521176740642,50,0.001,False,50,50,128,128,MobileNet,ResNet101,att_mean,"KD,T-8",6,26,0,"noise,0.8","cifar10,",noise/0.8
285,10.0,93.94,0.2594478552854514,19.240336671660216,10.002,10.006,0.000415963776078542,39.65141602733251,50,0.001,False,50,50,128,128,MobileNet,ResNet101,att_mean,"KD,T-8",15,56,1,"noise,0.8","cifar10,",noise/0.8
286,10.0,93.94,0.2960955311980429,24.14638002612923,10.0,10.01,0.0004984811744075078,39.68670966497163,50,0.001,False,50,50,128,128,MobileNet,ResNet101,att_mean,"KD,T-8",26,219,2,"noise,0.8","cifar10,",noise/0.8
287,10.02,93.94,0.2542416306236122,12.758588090727601,10.002,9.998,0.0015253538526046801,39.63157669418608,50,0.001,False,50,50,128,128,MobileNet,ResNet101,att_mean,"KD,T-8",55,239,3,"noise,0.8","cifar10,",noise/0.8
288,10.0,93.94,165.54942205887806,24.149583092218712,10.004,10.014,117.57692591674493,39.644671818179546,50,0.001,False,50,50,128,128,MobileNet,ResNet101,hint,"KD,T-8",6,26,0,"noise,0.8","cifar10,",noise/0.8
289,10.04,93.94,638.7450607879252,14.982812012298197,10.002,9.998,127.26396608474614,39.68375888443969,50,0.001,False,50,50,128,128,MobileNet,ResNet101,hint,"KD,T-8",15,56,1,"noise,0.8","cifar10,",noise/0.8
290,10.4,93.94,50547.186792301225,15.767960186246075,10.008,10.012,143.44001223669028,39.728327426764054,50,0.001,False,50,50,128,128,MobileNet,ResNet101,hint,"KD,T-8",26,219,2,"noise,0.8","cifar10,",noise/0.8
291,10.02,93.94,31539.453881879395,13.464323949210252,10.002,10.008,0.277556199437517,39.70949362245057,50,0.001,False,50,50,128,128,MobileNet,ResNet101,hint,"KD,T-8",55,239,3,"noise,0.8","cifar10,",noise/0.8
292,10.01,93.94,0.3754575377023673,24.262506847140155,10.006,10.01,0.01353180054289377,39.58876186868419,50,0.001,False,50,50,128,128,MobileNet,ResNet101,nst_linear,"KD,T-8",6,26,0,"noise,0.8","cifar10,",noise/0.8
293,10.0,93.94,0.36633861178084265,26.064878246452235,10.0,10.008,0.006067676648326085,39.61326580584202,50,0.001,False,50,50,128,128,MobileNet,ResNet101,nst_linear,"KD,T-8",15,56,1,"noise,0.8","cifar10,",noise/0.8
294,10.18,93.94,0.2516615339849569,17.48757755907276,10.004,10.014,0.0012028713381904014,39.66667509932652,50,0.001,False,50,50,128,128,MobileNet,ResNet101,nst_linear,"KD,T-8",26,219,2,"noise,0.8","cifar10,",noise/0.8
295,10.56,93.94,0.24033169071131114,13.297543899922431,10.01,10.01,0.002477563803901186,39.66071454216452,50,0.001,False,50,50,128,128,MobileNet,ResNet101,nst_linear,"KD,T-8",55,239,3,"noise,0.8","cifar10,",noise/0.8
296,10.0,93.94,0.2475235126441038,18.50949041149284,10.008,10.014,0.0003311229942892285,39.64883005283678,50,0.001,False,50,50,128,128,MobileNet,ResNet101,PKT,"KD,T-8",6,26,0,"noise,0.8","cifar10,",noise/0.8
297,10.01,93.94,0.28889152935788603,23.012041912803166,10.004,10.012,0.00033675422402940774,39.64940310622115,50,0.001,False,50,50,128,128,MobileNet,ResNet101,PKT,"KD,T-8",15,56,1,"noise,0.8","cifar10,",noise/0.8
298,10.01,93.94,0.2854934877987149,23.26353464247305,10.006,10.01,0.0003343013242063353,39.61069746090628,50,0.001,False,50,50,128,128,MobileNet,ResNet101,PKT,"KD,T-8",26,219,2,"noise,0.8","cifar10,",noise/0.8
299,10.04,93.94,0.2675288496892663,20.362621693671503,10.004,10.026,0.0003343586501179506,39.64228082251976,50,0.001,False,50,50,128,128,MobileNet,ResNet101,PKT,"KD,T-8",55,239,3,"noise,0.8","cifar10,",noise/0.8
300,20.16,93.94,0.16222271681586398,8.074425274812722,10.006,10.012,0.00021428268351752903,39.663972488754546,50,0.001,False,50,50,128,128,ResNet18,ResNet101,att_max,"KD,T-8",10,26,0,"noise,0.8","cifar10,",noise/0.8
301,14.25,93.94,0.1994459629058838,13.045379831821103,10.004,10.004,0.00022947169115940762,39.712307405593755,50,0.001,False,50,50,128,128,ResNet18,ResNet101,att_max,"KD,T-8",23,56,1,"noise,0.8","cifar10,",noise/0.8
302,14.16,93.94,0.16871880975705159,9.306641053549852,10.004,10.012,0.00023745225913360564,39.70292854796895,50,0.001,False,50,50,128,128,ResNet18,ResNet101,att_max,"KD,T-8",35,219,2,"noise,0.8","cifar10,",noise/0.8
303,25.46,93.94,0.18342818319797516,9.361680230007895,10.004,10.012,0.0005156254568381373,39.725649206839556,50,0.001,False,50,50,128,128,ResNet18,ResNet101,att_max,"KD,T-8",46,239,3,"noise,0.8","cifar10,",noise/0.8
304,16.11,93.94,0.16592636761031573,8.697826150097425,10.002,10.004,0.000215553244992095,39.681165641531,50,0.001,False,50,50,128,128,ResNet18,ResNet101,att_mean,"KD,T-8",10,26,0,"noise,0.8","cifar10,",noise/0.8
305,15.57,93.94,0.19299896476389486,12.272073431860042,10.0,9.998,0.0002338417350267515,39.70946217802784,50,0.001,False,50,50,128,128,ResNet18,ResNet101,att_mean,"KD,T-8",23,56,1,"noise,0.8","cifar10,",noise/0.8
306,15.41,93.94,0.17746878934057453,9.892650302452378,10.004,10.012,0.0002716917556066238,39.703390380000826,50,0.001,False,50,50,128,128,ResNet18,ResNet101,att_mean,"KD,T-8",35,219,2,"noise,0.8","cifar10,",noise/0.8
307,25.98,93.94,0.19811959545823593,7.764855789232858,10.002,10.008,0.0008728763758790825,39.72603281318684,50,0.001,False,50,50,128,128,ResNet18,ResNet101,att_mean,"KD,T-8",46,239,3,"noise,0.8","cifar10,",noise/0.8
308,21.93,93.94,54.533476769169674,8.392693791208387,10.01,10.01,24.707745608161478,39.72156152944736,50,0.001,False,50,50,128,128,ResNet18,ResNet101,hint,"KD,T-8",10,26,0,"noise,0.8","cifar10,",noise/0.8
309,24.06,93.94,293.2484204256082,6.899898191041585,10.004,10.014,41.05255323053931,39.751326675610166,50,0.001,False,50,50,128,128,ResNet18,ResNet101,hint,"KD,T-8",23,56,1,"noise,0.8","cifar10,",noise/0.8
310,38.03,93.94,49776.57527566258,5.900063665607307,10.01,10.014,58.292081876788906,39.77263763310659,50,0.001,False,50,50,128,128,ResNet18,ResNet101,hint,"KD,T-8",35,219,2,"noise,0.8","cifar10,",noise/0.8
311,26.41,93.94,31540.008038665674,8.39639270758327,10.01,10.012,0.15732093124895755,39.7760278355435,50,0.001,False,50,50,128,128,ResNet18,ResNet101,hint,"KD,T-8",46,239,3,"noise,0.8","cifar10,",noise/0.8
312,13.69,93.94,0.2184243487029136,12.265374413019494,10.014,10.016,0.002897811645660978,39.69036949138202,50,0.001,False,50,50,128,128,ResNet18,ResNet101,nst_linear,"KD,T-8",10,26,0,"noise,0.8","cifar10,",noise/0.8
313,12.8,93.94,0.22732691014114814,12.65265930755229,10.006,10.012,0.002355998155691892,39.723808532480696,50,0.001,False,50,50,128,128,ResNet18,ResNet101,nst_linear,"KD,T-8",23,56,1,"noise,0.8","cifar10,",noise/0.8
314,26.01,93.94,0.16367846218091023,6.858039077324204,10.01,10.012,0.0005834901867948873,39.71593599246286,50,0.001,False,50,50,128,128,ResNet18,ResNet101,nst_linear,"KD,T-8",35,219,2,"noise,0.8","cifar10,",noise/0.8
315,27.58,93.94,0.18071985810617858,7.507918333705468,10.01,10.012,0.0013939520612697277,39.74095183077371,50,0.001,False,50,50,128,128,ResNet18,ResNet101,nst_linear,"KD,T-8",46,239,3,"noise,0.8","cifar10,",noise/0.8
316,14.42,93.94,0.18521413508849807,11.149770615976069,10.002,10.008,0.00022133687169283934,39.67485640542891,50,0.001,False,50,50,128,128,ResNet18,ResNet101,PKT,"KD,T-8",10,26,0,"noise,0.8","cifar10,",noise/0.8
317,13.96,93.94,0.2112215847908696,14.240925813023049,10.004,10.01,0.00021380363718506492,39.67045839119445,50,0.001,False,50,50,128,128,ResNet18,ResNet101,PKT,"KD,T-8",23,56,1,"noise,0.8","cifar10,",noise/0.8
318,14.17,93.94,0.19991314882719063,13.361736201032807,10.002,10.006,0.00022196873349299574,39.69242173021712,50,0.001,False,50,50,128,128,ResNet18,ResNet101,PKT,"KD,T-8",35,219,2,"noise,0.8","cifar10,",noise/0.8
319,11.77,93.94,0.19050516452215896,12.690232952938803,10.006,10.012,0.00021525747783611887,39.66866896646407,50,0.001,False,50,50,128,128,ResNet18,ResNet101,PKT,"KD,T-8",46,239,3,"noise,0.8","cifar10,",noise/0.8
320,10.0,93.94,0.30475650369366514,25.90329010878937,10.006,10.008,0.0003498857936915963,39.58686040307555,50,0.001,False,50,50,128,128,MobileNet,ResNet101,att_max,"KD,T-8",6,26,0,"noise,0.9","cifar10,",noise/0.9
321,10.0,93.94,0.31493778998338723,26.31719741338416,10.006,10.012,0.0003816255856135055,39.598985013449585,50,0.001,False,50,50,128,128,MobileNet,ResNet101,att_max,"KD,T-8",15,56,1,"noise,0.9","cifar10,",noise/0.9
322,10.0,93.94,0.3586700871775422,29.944354262533068,10.004,10.022,0.00040464301113053545,39.60020711171963,50,0.001,False,50,50,128,128,MobileNet,ResNet101,att_max,"KD,T-8",26,219,2,"noise,0.9","cifar10,",noise/0.9
323,10.0,93.94,0.3166424760335608,24.72480078588558,9.996,10.008,0.0008551770240030326,39.61622999147381,50,0.001,False,50,50,128,128,MobileNet,ResNet101,att_max,"KD,T-8",55,239,3,"noise,0.9","cifar10,",noise/0.9
324,10.07,93.94,0.22076042656657063,15.825662250760235,10.006,10.01,0.0003644219991040018,39.60402472610669,50,0.001,False,50,50,128,128,MobileNet,ResNet101,att_mean,"KD,T-8",6,26,0,"noise,0.9","cifar10,",noise/0.9
325,10.0,93.94,0.3564978302279605,30.333113682420947,10.002,10.012,0.0004082067609530018,39.60073747171465,50,0.001,False,50,50,128,128,MobileNet,ResNet101,att_mean,"KD,T-8",15,56,1,"noise,0.9","cifar10,",noise/0.9
326,10.0,93.94,0.29058110676234283,24.11028811297839,10.01,10.012,0.0005186570456514702,39.60770624068082,50,0.001,False,50,50,128,128,MobileNet,ResNet101,att_mean,"KD,T-8",26,219,2,"noise,0.9","cifar10,",noise/0.9
327,10.01,93.94,0.33993694488006304,23.031551433514945,10.012,10.024,0.0014267460180475088,39.61086694663748,50,0.001,False,50,50,128,128,MobileNet,ResNet101,att_mean,"KD,T-8",55,239,3,"noise,0.9","cifar10,",noise/0.9
328,10.01,93.94,176.05643125123615,30.114969977849647,10.008,10.018,123.63421976230943,39.5984316384396,50,0.001,False,50,50,128,128,MobileNet,ResNet101,hint,"KD,T-8",6,26,0,"noise,0.9","cifar10,",noise/0.9
329,10.0,93.94,721.8918874233584,26.625269877759717,10.01,10.014,126.7116831513622,39.61051867746026,50,0.001,False,50,50,128,128,MobileNet,ResNet101,hint,"KD,T-8",15,56,1,"noise,0.9","cifar10,",noise/0.9
