,test_acc,test_teacher/acc,test_loss,test_eval,train_acc,train_teacher/acc,train_loss,train_eval,epoch,lr,resume,epochs,pre,train_batch_size,test_batch_size,student,teacher,distillation,last_layer,student_layer,teacher_layer,layer
15,89.55,90.68,0.007615684056654573,0.460814141780138,88.342,88.298,0.003978158169857147,0.46159544983483336,50,0.01,False,50,50,64,64,ResNet18,ResNet101,nst_poly,"KD,T-8",35,219,2
16,89.86,90.68,0.0036591392499394715,0.48723024740815163,88.758,88.15,0.0024130628459141266,0.45123553718142495,49,0.01,False,50,50,64,64,ResNet18,ResNet101,att_max,"KD,T-8",46,239,3
17,89.51,90.68,0.0033231660560704766,0.4680536586046219,88.644,88.188,0.0022258791590795456,0.4443831577172975,49,0.01,False,50,50,64,64,ResNet18,ResNet101,att_max,"KD,T-8",23,56,1
18,89.29,90.68,0.0034719745675101878,0.45468485459685326,88.896,88.47,0.0021710968263747403,0.4434900016278562,49,0.01,False,50,50,64,64,ResNet18,ResNet101,att_max,"KD,T-8",10,26,0
19,90.17,90.68,0.003158633471466601,0.40382860831916334,89.016,88.48,0.0023433817952485457,0.4372411254421829,49,0.01,False,50,50,64,64,ResNet18,ResNet101,att_max,"KD,T-8",35,219,2
20,89.34,90.68,0.004435217194259167,0.48363672628998755,88.662,88.418,0.002785405022618563,0.4596376555502567,50,0.01,False,50,50,64,64,ResNet18,ResNet101,att_mean,"KD,T-8",46,239,3
21,89.7,90.68,0.003178835411090404,0.436895135641098,88.878,88.34,0.002209978580982198,0.4436884848662959,49,0.01,False,50,50,64,64,ResNet18,ResNet101,att_mean,"KD,T-8",23,56,1
22,89.91,90.68,0.0028860716556664556,0.4281663025915623,88.766,88.124,0.0021636925495999017,0.4424271199404431,49,0.01,False,50,50,64,64,ResNet18,ResNet101,att_mean,"KD,T-8",10,26,0
23,89.7,90.68,0.003895970832090825,0.4669120520353317,89.05,88.56,0.002721084546192985,0.4362568139191479,50,0.01,False,50,50,64,64,ResNet18,ResNet101,att_mean,"KD,T-8",35,219,2
24,87.01,90.68,0.004790695041883737,0.6200068704783916,87.024,88.446,0.003240046738063359,0.5662360543485188,49,0.01,False,50,50,64,64,MobileNet,ResNet101,PKT,"KD,T-8",55,239,3
25,87.8,90.68,0.004475210688542575,0.6056865572929382,86.76,88.42,0.0032628852566775612,0.5704923471069092,49,0.01,False,50,50,64,64,MobileNet,ResNet101,PKT,"KD,T-8",15,56,1
26,79.03,90.68,0.008526264592073857,0.9967636638879775,77.134,88.486,0.007471188276415438,1.1129026420585943,49,0.01,False,50,50,64,64,MobileNet,ResNet101,PKT,"KD,T-8",6,26,0
27,87.1,90.68,0.004565505469217896,0.592127133756876,86.832,88.49,0.0032038962786488444,0.5615218410177913,49,0.01,False,50,50,64,64,MobileNet,ResNet101,PKT,"KD,T-8",26,219,2
28,85.31,90.68,206529.919375,0.7631974801421165,83.406,88.276,107472.4367407289,0.7532878052395628,49,0.01,False,50,50,64,64,MobileNet,ResNet101,hint,"KD,T-8",55,239,3
29,87.39,90.68,33948268.92,0.5946696442365647,86.59,88.41,25329287.698209718,0.590926388149981,49,0.01,False,50,50,64,64,MobileNet,ResNet101,hint,"KD,T-8",15,56,1
30,86.05,90.68,7886402.73,0.6838325764238834,85.318,88.346,8837184.145780051,0.6508351048392713,49,0.01,False,50,50,64,64,MobileNet,ResNet101,hint,"KD,T-8",6,26,0
31,66.37,90.68,73272758149.12,2.7964240396022797,65.782,88.426,57293920460.276215,1.660019829450056,49,0.01,False,50,50,64,64,MobileNet,ResNet101,hint,"KD,T-8",26,219,2
32,87.93,90.68,0.005581799745559692,0.5696722190082073,86.952,88.192,0.0039397790781496205,0.5585181617447178,49,0.01,False,50,50,64,64,MobileNet,ResNet101,nst_linear,"KD,T-8",55,239,3
33,86.98,90.68,0.00545030927285552,0.5837655334174633,86.662,88.26,0.004004787203505673,0.5761479400384152,49,0.01,False,50,50,64,64,MobileNet,ResNet101,nst_linear,"KD,T-8",15,56,1
34,86.79,90.68,0.006356866350397467,0.5965478640794754,86.996,88.49,0.004028355658097226,0.5590368365997549,49,0.01,False,50,50,64,64,MobileNet,ResNet101,nst_linear,"KD,T-8",6,26,0
35,87.05,90.68,0.005976316486485302,0.591326604783535,86.982,88.396,0.004004009781391038,0.5605678766813424,49,0.01,False,50,50,64,64,MobileNet,ResNet101,nst_linear,"KD,T-8",26,219,2
36,86.91,90.68,0.016237883398511038,0.7019868455115398,86.282,88.082,0.006358908866579785,0.5886773193717155,50,0.01,False,50,50,64,64,MobileNet,ResNet101,nst_poly,"KD,T-8",55,239,3
37,87.52,90.68,0.031806597393006085,0.5965948121249676,86.706,88.37,0.01617055733347564,0.563161587433132,49,0.01,False,50,50,64,64,MobileNet,ResNet101,nst_poly,"KD,T-8",15,56,1
38,86.94,90.68,0.3286075323820114,0.6255891759693623,86.49,88.28,0.17804484221788927,0.5751085931154163,49,0.01,False,50,50,64,64,MobileNet,ResNet101,nst_poly,"KD,T-8",6,26,0
39,85.75,90.68,0.015284253805875779,0.7134612846374512,86.484,88.514,0.007857658451332537,0.5897649468287177,49,0.01,False,50,50,64,64,MobileNet,ResNet101,nst_poly,"KD,T-8",26,219,2
40,87.54,90.68,0.0051411527884192764,0.592665381282568,86.716,88.382,0.003667770373418241,0.56482070981694,49,0.01,False,50,50,64,64,MobileNet,ResNet101,att_max,"KD,T-8",55,239,3
41,87.76,90.68,0.004585158263798803,0.6172574916481972,86.814,88.42,0.0033123802561598743,0.5579814294262615,49,0.01,False,50,50,64,64,MobileNet,ResNet101,att_max,"KD,T-8",15,56,1
42,63.65,90.68,0.018264668295159936,2.0478232741355895,59.072,88.294,0.016554638960153398,2.0339352929073833,49,0.01,False,50,50,64,64,MobileNet,ResNet101,att_max,"KD,T-8",6,26,0
43,66.17,90.68,0.016924763610586525,1.7805776703357696,64.998,88.416,0.01406239180604134,1.7657121261367408,49,0.01,False,50,50,64,64,MobileNet,ResNet101,att_max,"KD,T-8",26,219,2
44,87.5,90.68,0.005782093112356961,0.6041234111785889,86.922,88.366,0.004096673920040812,0.5562922135186013,49,0.01,False,50,50,64,64,MobileNet,ResNet101,att_mean,"KD,T-8",55,239,3
45,71.51,90.68,0.013774604657664896,1.3261976027488709,69.308,88.378,0.011250841793368388,1.5114577909564728,49,0.01,False,50,50,64,64,MobileNet,ResNet101,att_mean,"KD,T-8",15,56,1
46,87.59,90.68,0.004355660977307707,0.6031602090597152,87.022,88.608,0.003196502105592538,0.5586247252838691,49,0.01,False,50,50,64,64,MobileNet,ResNet101,att_mean,"KD,T-8",6,26,0
47,87.18,90.68,0.006846105516888201,0.5830053246021271,86.54,88.384,0.004920253952931794,0.5840280957310401,49,0.01,False,50,50,64,64,MobileNet,ResNet101,att_mean,"KD,T-8",26,219,2
