,test_acc,test_teacher/acc,test_loss,test_eval,train_acc,train_teacher/acc,train_loss,train_eval,epoch,lr,resume,epochs,pre,batch_size,student,teacher,transform,dataset,exp_name,distillation,last_layer,student_layer,teacher_layer,layer,shape
0,68.97263810015488,85.3381517811048,1.3781917773813643e-05,1.640939615436436,67.8704181724316,77.9246257098606,1.2672628374800588e-05,1.7186099258587533,200,0.001,False,200,50,100,MobileNetV2,ResNet152,"none,","ImageNet,",exp_feats,PKT,"KD,T-8",30,39,1,224
1,64.25400103252453,84.73928755807951,0.0010870005238470377,1.8912529615979445,65.46721734641197,77.68198244708312,0.0004745825001141579,1.8180304218833596,100,0.001,False,100,50,128,ResNet18,ResNet152,"none,","ImageNet,",exp_feats,nst_linear,"KD,T-8",17,39,1,224
2,70.36654620547237,84.73928755807951,1.356308344886776e-05,1.6156406653554816,71.7320598864223,77.83169850283944,1.0338442374595976e-05,1.5724531713098582,200,0.001,False,200,50,128,ResNet18,ResNet152,"none,","ImageNet,",exp_feats,PKT,"KD,T-8",17,39,1,224
3,38.317997224078546,75.72610908343187,2.8496721988164772e-05,3.6402947804866694,34.31222609209731,68.73112364893521,2.7598696237786248e-05,3.758372548914996,21,0.001,False,200,50,100,MobileNetV2,ResNet152,"none,","ImageNet,",post_wea,PKT,"KD,T-8",30,39,1,224
4,70.31491997934951,84.73928755807951,1.3596927063094641e-05,1.604415349270168,71.7139907072793,77.82137325761487,1.0055440569324527e-05,1.5722498624238244,200,0.001,False,200,,128,MobileNetV2,ResNet151,"none,","ImageNet,",test_1,"KD,T-8.0",,,,,
5,62.168301497160556,84.73928755807951,2.9318053659735837e-05,2.1251172129765594,57.92720702116675,77.78007227671657,1.7468880214722767e-05,2.1330721262907018,50,0.001,False,50,,16,ResNet18,ResNet151,"none,","ImageNet,",,"KD,T-8.0",,,,,
6,69.33402168301497,85.51368094992256,1.3725320068542059e-05,1.6650463447128374,67.47805885389778,77.75167785234899,1.2634845341887468e-05,1.722333584864115,200,0.001,False,200,,100,MobileNetV2,ResNet151,"none,","ImageNet,",test_mobilenet,"KD,T-8.0",,,,,
